antibody_id,combined_hydrophobic_area,vh_hydrophobic_surface_area,vl_min_cys_spacing,vh_min_cys_spacing,vl_hydrophobic_surface_area,vl_avg_cys_spacing,vh_avg_cys_spacing,vh_turn_formers_count,vh_helix_formers_count,vl_turn_formers_count,vl_charge_separation,vl_flexible_residues_count,vh_surface_polar_count,vh_core_size,vh_hydrophobic_core_count,vh_flexible_residues_count,combined_net_charge,vl_helix_formers_count,vh_charge_separation,vl_surface_polar_count,vh_sheet_formers_count,vl_max_cys_spacing,vl_sheet_formers_count,cdr_total_net_charge,vh_net_charge,vl_sheet_breakers_count,vl_helix_breakers_count,vl_high_curvature_regions,vl_thermal_stability_sum,vh_high_curvature_regions,vh_sheet_breakers_count,vh_helix_breakers_count,vl_hydrophobic_core_count,vl_core_size,vl_net_charge,vh_thermal_stability_sum,vh_vl_charge_balance,vh_negative_charge_count,cdr_negative_charge_total,vh_positive_charge_count,vh_thermal_motif_balance,cdr_heavy_vs_light_charge_gap,vl_estimated_tm_contribution,vh_rigid_residues_count,vl_positive_charge_count,vl_negative_charge_count,cdr_positive_charge_total,vh_estimated_tm_contribution,vh_absolute_charge,vl_absolute_charge,cdr_h3_net_charge,vl_rigid_residues_count,cdr_charge_symmetry_ratio,cdr_l2_hydrophobicity_mean,full_aromatic_stacking_count,vh_thermolabile_GG_count,cdr_h2_net_charge,vh_thermal_motif_ratio,vh_flexibility_ratio,cdr_l1_net_charge,cdr_h3_negative_charge_count,vl_thermal_motif_balance,cdr_l2_net_charge,vl_aa_diversity,cdr_h2_negative_charge_count,vh_vhh_vhh_stable_YY,vh_thermostable_YY_count,cdr_l3_hydrophobicity_mean,cdr_h2_hydrophobicity_mean,vl_flexibility_ratio,vh_vhh_vhh_stable_DY,vh_thermostable_DY_count,cdr_h3_positive_charge_count,vh_max_cys_spacing,cdr_l3_net_charge,cdr_l1_negative_charge_count,cdr_h1_net_charge,cdr_l2_positive_charge_count,vh_max_hydrophobic_patch,cdr_max_hydrophobicity_mean,cdr_h2_positive_charge_count,vl_thermolabile_GG_count,vl_thermal_motif_ratio,cdr_l1_hydrophobicity_mean,cdr_l2_negative_charge_count,cdr_min_hydrophobicity_mean,vh_aa_diversity,HIC_delta_G_ML,PR_CHO,AC-SINS_pH7.4_nmol/mg,Tm2_DSF_degC,Titer_g/L
GDPa1-145,183.5,93.6,64.0,9.0,89.9,64.0,41.5,29.0,34.0,36.0,34.01851851851852,41.0,61.0,31.0,31.0,38.0,6.5,27.0,39.65079365079365,53.0,35.0,64.0,29.0,1.0,4.0,14.0,14.0,14.0,-9.1,12.0,12.0,12.0,31.0,31.0,2.5,-8.299999999999999,1.5,9.0,3.0,14.0,4.0,1.0,78.49056603773585,6.0,9.0,6.0,4.0,82.05882352941175,4.0,2.5,-2.5,8.0,1.0,-0.1,3.0,0.0,1.0,4.0,5.428571428571429,0.0,3.0,1.0,1.0,20.0,-0.0,2.0,2.0,-0.6888888888888889,-1.0375,4.555555555555555,1.0,1.0,0.5,74.0,0.0,-0.0,1.5,1.0,2.0,-0.1,1.0,0.0,1.0,-0.25,-0.0,-1.3384615384615386,20.0,2.47,,15.0,80.0,91.04
GDPa1-146,220.7,119.3,65.0,74.0,101.4,65.0,74.0,30.0,37.0,29.0,39.15,34.0,55.0,39.0,39.0,35.0,4.0,26.0,37.25974025974026,53.0,39.0,65.0,32.0,-3.5,2.5,14.0,14.0,14.0,-8.000000000000002,16.0,16.0,16.0,30.0,30.0,1.5,-7.700000000000001,1.0,11.0,6.0,14.0,3.0,1.5,79.43396226415095,7.0,10.0,8.0,2.5,80.40650406504065,2.5,1.5,-2.0,8.0,0.4285714285714285,-0.1166666666666667,3.0,0.0,-1.0,2.0,4.375,0.0,2.0,1.0,0.0,20.0,1.0,2.0,2.0,-0.3333333333333334,-0.5875,3.7777777777777777,1.0,1.0,0.0,74.0,-1.0,1.0,0.5,0.0,2.0,-0.1166666666666667,0.0,0.0,1.0,-0.9375,-0.0,-0.9375,20.0,2.75,0.102294574,2.125,81.36,294.08
GDPa1-147,231.2,125.8,65.0,75.0,105.4,65.0,75.0,40.0,21.0,33.0,37.958333333333336,36.0,55.0,37.0,37.0,46.0,1.5,30.0,33.80357142857143,49.0,42.0,65.0,29.0,-0.5,1.0,17.0,17.0,17.0,-7.7,18.0,18.0,18.0,33.0,33.0,0.5,-7.899999999999999,0.5,7.0,3.0,8.0,6.0,1.5,80.09345794392523,9.0,9.0,8.0,2.5,79.0909090909091,1.0,0.5,0.0,8.0,1.5,-1.45,4.0,1.0,0.0,3.5,4.6,0.0,1.0,0.0,0.0,20.0,-0.0,3.0,3.0,-0.9333333333333332,-0.225,4.0,3.0,3.0,1.0,75.0,0.5,-0.0,-1.0,1.0,2.0,0.4615384615384617,0.0,1.0,0.5,0.325,1.0,-1.45,19.0,3.01,0.360818846,2.125,83.78,248.86
GDPa1-148,243.3,141.0,66.0,73.0,102.3,66.0,73.0,38.0,29.0,32.0,36.66666666666666,36.0,47.0,44.0,44.0,42.0,2.0,30.0,36.025,53.0,41.0,66.0,29.0,-2.0,1.5,16.0,16.0,16.0,-9.2,22.0,22.0,22.0,30.0,30.0,0.5,-6.5,1.0,8.0,4.0,10.0,1.0,3.0,78.41121495327103,7.0,10.0,9.0,2.0,80.98360655737706,1.5,0.5,-1.0,7.0,1.5,-1.0,3.0,3.0,-1.0,1.0,5.25,0.0,1.0,0.0,1.0,19.0,1.0,2.0,2.0,-1.9444444444444444,-0.2,4.5,1.0,1.0,0.0,73.0,-0.5,-0.0,-0.5,1.0,3.0,1.2384615384615385,0.0,0.0,0.5,0.0125,-0.0,-1.9444444444444444,20.0,2.755,,-0.875,80.14,154.15
GDPa1-149,219.3,110.7,70.0,74.0,108.6,70.0,74.0,36.0,31.0,36.0,37.36666666666667,42.0,62.0,36.0,36.0,46.0,3.0,23.0,40.66115702479339,58.0,36.0,70.0,34.0,0.5,0.0,15.0,15.0,15.0,-8.5,17.0,17.0,17.0,31.0,31.0,3.0,-10.8,3.0,11.0,3.0,11.0,0.0,4.5,77.85714285714286,7.0,10.0,6.0,3.5,77.64227642276423,0.0,3.0,-2.0,8.0,4.5,0.4999999999999999,6.0,2.0,0.0,0.6666666666666666,5.75,0.5,3.0,0.0,2.0,20.0,-0.0,1.0,1.0,-0.2,-0.4625,4.666666666666667,0.0,0.0,1.0,74.0,0.0,-0.0,0.0,2.0,2.0,0.4999999999999999,0.0,0.0,0.5,-0.7750000000000001,-0.0,-0.9230769230769232,19.0,2.73,,0.0,84.39,60.31
GDPa1-150,225.8,119.9,65.0,74.0,105.9,65.0,74.0,31.0,29.0,33.0,38.54166666666666,35.0,53.0,38.0,38.0,36.0,3.5,31.0,33.83076923076923,52.0,37.0,65.0,29.0,0.5,2.5,15.0,15.0,15.0,-7.399999999999999,14.0,14.0,14.0,33.0,33.0,1.0,-7.200000000000001,1.5,10.0,4.0,13.0,2.0,1.5,80.8411214953271,6.0,9.0,8.0,4.5,80.26548672566372,2.5,1.0,-2.0,9.0,1.5,-1.45,3.0,1.0,1.0,1.3333333333333333,5.142857142857143,0.0,2.0,1.0,0.0,18.0,1.0,2.0,2.0,-2.2,-1.35,3.5,1.0,1.0,0.0,74.0,1.0,-0.0,0.5,1.0,4.0,0.325,2.0,0.0,1.0,0.325,1.0,-2.2,20.0,,,,,
GDPa1-151,232.9,116.1,70.0,74.0,116.8,70.0,74.0,35.0,28.0,36.0,41.54320987654321,38.0,53.0,36.0,36.0,42.0,1.0,26.0,36.31666666666667,54.0,42.0,70.0,36.0,2.0,1.5,16.0,16.0,16.0,-8.6,18.0,18.0,18.0,34.0,34.0,-0.5,-8.200000000000001,2.0,10.0,2.0,12.0,2.0,3.0,79.64285714285714,6.0,9.0,9.0,4.0,77.93388429752066,1.5,0.5,0.0,8.0,1.5,0.4666666666666666,4.0,2.0,-1.0,1.3333333333333333,6.0,1.0,1.0,0.0,1.0,20.0,1.0,2.0,2.0,0.5444444444444445,-1.25,4.222222222222222,1.0,1.0,1.0,74.0,0.5,-0.0,0.5,1.0,3.0,0.5444444444444445,0.0,0.0,0.5,-0.95,-0.0,-1.25,20.0,2.805,0.208402407,2.5,81.87,190.23
GDPa1-152,214.6,111.0,65.0,74.0,103.6,65.0,74.0,36.0,32.0,32.0,39.125,37.0,56.0,37.0,37.0,39.0,4.0,26.0,36.1,55.0,36.0,65.0,32.0,-1.0,2.0,15.0,15.0,15.0,-9.9,17.0,17.0,17.0,29.0,29.0,2.0,-10.800000000000002,0.0,10.0,4.0,12.0,1.0,3.0,77.85046728971963,8.0,10.0,8.0,3.0,79.91596638655463,2.0,2.0,0.0,7.0,3.0,0.0499999999999999,3.0,0.0,-2.0,1.0,4.333333333333333,0.0,1.0,2.0,1.0,19.0,2.0,0.0,0.0,-1.2222222222222223,-0.8624999999999999,4.625,1.0,1.0,1.0,74.0,0.0,1.0,0.0,1.0,3.0,0.0499999999999999,0.0,0.0,2.0,-1.4375,-0.0,-1.4375,19.0,2.82,,3.625,85.745,118.75
GDPa1-153,249.9,121.1,70.0,74.0,128.8,70.0,74.0,33.0,30.0,36.0,39.11111111111112,36.0,53.0,40.0,40.0,38.0,1.5,23.0,33.63333333333333,49.0,40.0,70.0,39.0,-1.5,2.0,19.0,19.0,19.0,-8.299999999999999,16.0,16.0,16.0,35.0,35.0,-0.5,-6.9,2.5,10.0,3.0,12.0,2.0,4.5,80.89285714285714,8.0,9.0,9.0,1.5,81.0924369747899,2.0,0.5,-1.0,9.0,3.0,0.6333333333333333,2.0,0.0,-2.0,1.5,4.222222222222222,1.5,1.0,-1.0,0.0,20.0,2.0,1.0,1.0,0.2555555555555555,-0.35,3.6,1.0,1.0,0.0,74.0,0.0,-0.0,0.0,0.0,2.0,0.6333333333333333,0.0,1.0,0.3333333333333333,-0.6250000000000001,-0.0,-0.6250000000000001,19.0,2.9450000000000003,0.37002458,1.625,83.995,190.23
GDPa1-154,222.3,126.2,64.0,74.0,96.1,64.0,74.0,36.0,28.0,37.0,41.55555555555556,37.0,52.0,40.0,40.0,41.0,5.0,25.0,36.09090909090909,52.0,44.0,64.0,29.0,-1.0,2.5,17.0,17.0,17.0,-10.1,17.0,17.0,17.0,30.0,30.0,2.5,-6.200000000000001,0.0,8.0,2.0,11.0,0.0,2.0,80.56603773584905,7.0,9.0,6.0,1.0,79.8360655737705,2.5,2.5,-1.0,11.0,2.0,-0.1833333333333334,4.0,2.0,-1.0,0.75,5.125,0.5,1.0,1.0,0.0,20.0,1.0,2.0,2.0,-0.7777777777777779,-0.8624999999999999,3.083333333333333,0.0,0.0,0.0,74.0,0.0,-0.0,0.5,0.0,3.0,0.0538461538461538,0.0,0.0,1.0,-0.2125,-0.0,-0.8624999999999999,20.0,2.8600000000000003,0.0,12.625,,420.17
GDPa1-155,235.3,125.3,65.0,74.0,110.0,65.0,74.0,35.0,31.0,32.0,38.125,34.0,54.0,41.0,41.0,40.0,2.5,31.0,36.96666666666667,51.0,41.0,65.0,30.0,-1.5,1.5,15.0,15.0,15.0,-6.300000000000001,16.0,16.0,16.0,34.0,34.0,1.0,-7.400000000000001,0.5,10.0,4.0,12.0,2.0,3.5,81.40186915887851,6.0,9.0,8.0,2.5,79.8360655737705,1.5,1.0,-2.0,9.0,2.333333333333333,-1.45,3.0,1.0,0.0,1.3333333333333333,5.714285714285714,0.0,2.0,1.0,0.0,18.0,-0.0,2.0,2.0,-1.6111111111111112,0.2249999999999999,3.4,1.0,1.0,0.0,74.0,1.0,-0.0,-0.5,1.0,3.0,0.325,0.0,0.0,1.0,0.325,1.0,-1.6111111111111112,20.0,2.7350000000000003,0.0,0.625,83.10499999999999,266.55
GDPa1-156,221.5,113.8,65.0,75.0,107.7,65.0,75.0,43.0,22.0,33.0,38.125,33.0,60.0,36.0,36.0,51.0,2.0,32.0,42.96428571428572,50.0,44.0,65.0,29.0,2.0,1.0,16.0,16.0,16.0,-7.3,17.0,17.0,17.0,34.0,34.0,1.0,-7.999999999999998,0.0,7.0,1.0,8.0,5.0,0.0,82.14953271028037,9.0,9.0,8.0,3.0,77.55905511811024,1.0,1.0,1.0,10.0,0.0,-1.45,9.0,1.0,0.0,3.0,5.1,0.0,-0.0,1.0,0.0,18.0,-0.0,5.0,5.0,-2.011111111111111,0.1499999999999999,3.0,0.0,0.0,1.0,75.0,1.0,-0.0,0.0,1.0,3.0,0.325,0.0,0.0,1.0,0.325,1.0,-2.011111111111111,19.0,2.93,0.33543604,-0.375,84.14500000000001,157.0
GDPa1-157,226.1,120.1,67.0,74.0,106.0,67.0,74.0,37.0,30.0,41.0,31.28125,42.0,51.0,38.0,38.0,42.0,2.5,22.0,37.0,51.0,37.0,67.0,30.0,0.5,3.0,21.0,21.0,21.0,-13.3,18.0,18.0,18.0,32.0,32.0,-0.5,-7.9,3.5,9.0,5.0,12.0,-1.0,1.5,80.0,5.0,8.0,8.0,5.5,78.37606837606837,3.0,0.5,0.0,11.0,1.5,-0.8666666666666667,3.0,3.0,1.0,0.6,7.0,1.0,2.0,0.0,0.0,19.0,-0.0,2.0,2.0,-1.1,-0.4375,3.5,0.0,0.0,2.0,74.0,-1.5,-0.0,0.0,1.0,3.0,0.1299999999999999,1.0,1.0,0.6666666666666666,-0.7000000000000001,1.0,-1.1,19.0,2.955,0.124288554,22.125,77.24,591.12
GDPa1-158,222.4,113.4,65.0,76.0,109.0,65.0,76.0,35.0,31.0,34.0,38.75,37.0,55.0,37.0,37.0,40.0,-1.5,26.0,32.70909090909091,53.0,41.0,65.0,30.0,0.5,-1.0,15.0,15.0,15.0,-9.500000000000002,15.0,15.0,15.0,32.0,32.0,-0.5,-8.3,0.5,11.0,3.0,10.0,3.0,1.5,78.97196261682242,5.0,8.0,8.0,3.5,78.16666666666667,1.0,0.5,0.0,7.0,1.5,-0.5166666666666666,5.0,2.0,2.0,1.6666666666666667,6.666666666666667,-1.0,1.0,1.0,0.0,20.0,-0.0,3.0,3.0,-1.0,-2.45,4.625,1.0,1.0,1.0,76.0,0.5,1.0,-1.0,0.0,3.0,0.475,2.0,0.0,1.0,0.475,-0.0,-2.45,19.0,2.84,0.100257638,0.625,,516.74
GDPa1-159,221.4,122.4,69.0,74.0,99.0,69.0,74.0,39.0,28.0,33.0,39.407407407407405,36.0,54.0,39.0,39.0,44.0,-1.0,28.0,37.0,57.0,40.0,69.0,31.0,-3.0,2.5,15.0,15.0,15.0,-11.500000000000004,18.0,18.0,18.0,29.0,29.0,-3.5,-8.000000000000002,6.0,8.0,5.0,12.0,0.0,4.0,77.74774774774775,8.0,9.0,12.0,2.0,79.58677685950414,2.5,3.5,1.5,7.0,1.3333333333333333,2.4,4.0,2.0,-1.0,0.6666666666666666,4.888888888888889,-3.0,-0.0,2.0,0.0,20.0,1.0,1.0,1.0,-1.7000000000000002,-0.4625,4.5,0.0,0.0,1.5,74.0,-0.5,3.0,0.0,0.0,3.0,2.4,0.0,0.0,2.0,-1.5375,-0.0,-1.7000000000000002,20.0,2.64,0.0,0.0,,224.95
GDPa1-160,223.9,112.2,65.0,74.0,111.7,65.0,74.0,28.0,35.0,37.0,37.06060606060606,37.0,58.0,39.0,39.0,39.0,1.5,25.0,30.61111111111111,54.0,35.0,65.0,32.0,-2.0,1.0,15.0,15.0,15.0,-9.2,13.0,13.0,13.0,31.0,31.0,0.5,-6.000000000000002,0.5,9.0,3.0,10.0,1.0,2.0,78.59813084112149,8.0,11.0,9.0,1.0,80.67796610169492,1.0,0.5,0.0,7.0,1.0,-0.0166666666666666,3.0,0.0,-1.0,1.0,4.333333333333333,-0.5,-0.0,1.0,0.0,20.0,1.0,0.0,0.0,-0.788888888888889,-0.0125,4.625,0.0,0.0,0.0,74.0,0.5,1.0,-1.0,0.0,3.0,-0.0125,0.0,0.0,1.0,-0.6,-0.0,-0.788888888888889,19.0,2.535,0.100988899,14.625,,140.25
GDPa1-161,217.8,119.2,71.0,74.0,98.6,71.0,74.0,34.0,27.0,33.0,41.15714285714286,38.0,54.0,39.0,39.0,40.0,2.5,29.0,33.22,57.0,39.0,71.0,34.0,-0.5,-0.5,14.0,14.0,14.0,-8.000000000000002,16.0,16.0,16.0,31.0,31.0,3.0,-6.7,3.5,10.0,3.0,10.0,1.0,2.5,79.02654867256638,9.0,10.0,7.0,2.5,80.92436974789916,0.5,3.0,0.0,9.0,2.5,0.8833333333333333,3.0,2.0,-2.0,1.0,4.0,0.0,1.0,2.0,1.0,19.0,2.0,1.0,1.0,-0.5,-1.2375,3.8,1.0,1.0,1.0,74.0,0.0,-0.0,0.5,1.0,3.0,0.8833333333333333,0.0,0.0,2.0,-0.0375,-0.0,-1.2375,20.0,2.76,0.101295637,-0.375,83.96,375.2
GDPa1-162,228.6,127.3,65.0,74.0,101.3,65.0,74.0,35.0,29.0,32.0,38.41666666666666,34.0,52.0,41.0,41.0,41.0,-2.0,31.0,37.02777777777778,52.0,37.0,65.0,30.0,-3.0,-3.0,15.0,15.0,15.0,-7.899999999999999,18.0,18.0,18.0,33.0,33.0,1.0,-8.500000000000002,4.0,12.0,6.0,9.0,-3.0,5.0,80.92592592592592,6.0,9.0,8.0,3.0,80.0,3.0,1.0,-4.0,9.0,1.6666666666666667,-1.45,3.0,3.0,0.0,0.3333333333333333,5.857142857142857,0.0,4.0,1.0,0.0,19.0,-0.0,1.0,1.0,-1.966666666666667,0.3749999999999999,3.4,0.0,0.0,0.0,74.0,1.0,-0.0,0.0,1.0,3.0,0.3749999999999999,0.0,0.0,1.0,0.325,1.0,-1.966666666666667,19.0,2.605,0.104292809,1.125,83.77,319.37
GDPa1-163,229.3,126.9,67.0,74.0,102.4,67.0,74.0,40.0,30.0,44.0,30.70833333333333,45.0,53.0,41.0,41.0,44.0,5.5,23.0,35.791666666666664,51.0,38.0,67.0,29.0,2.5,3.5,20.0,20.0,20.0,-12.8,19.0,19.0,19.0,32.0,32.0,2.0,-8.700000000000003,1.5,8.0,2.0,12.0,-1.0,0.5,78.9090909090909,7.0,8.0,6.0,4.5,79.75206611570248,3.5,2.0,0.0,10.0,0.2,-1.9666666666666668,3.0,4.0,1.5,0.6666666666666666,5.5,1.0,1.0,0.0,1.0,18.0,-0.0,2.0,2.0,0.0444444444444443,-0.1625000000000001,4.090909090909091,1.0,1.0,1.0,74.0,-1.0,-0.0,0.0,1.0,3.0,0.22,1.5,1.0,0.6666666666666666,-0.5750000000000001,-0.0,-1.9666666666666668,20.0,2.52,0.353219435,21.625,79.09,700.57
GDPa1-164,222.1,115.1,65.0,74.0,107.0,65.0,74.0,40.0,25.0,33.0,37.44285714285714,37.0,50.0,36.0,36.0,45.0,-3.0,25.0,35.22222222222222,54.0,39.0,65.0,30.0,-6.0,0.0,15.0,15.0,15.0,-10.1,23.0,23.0,23.0,31.0,31.0,-3.0,-12.4,3.0,9.0,6.0,9.0,-1.0,2.0,78.59813084112149,7.0,7.0,10.0,0.0,78.0,0.0,3.0,-1.0,7.0,0.3333333333333333,-0.95,4.0,4.0,0.0,0.6666666666666666,5.625,-1.0,1.0,0.0,-2.0,19.0,-0.0,3.0,3.0,-0.5333333333333333,-0.075,4.625,0.0,0.0,0.0,74.0,-1.0,1.0,-1.0,0.0,3.0,-0.075,0.0,1.0,0.5,-0.975,2.0,-0.975,19.0,2.9,0.103149354,3.125,80.59,279.15
GDPa1-165,240.6,118.8,69.0,74.0,121.8,69.0,74.0,37.0,29.0,35.0,27.75,40.0,54.0,38.0,38.0,43.0,0.5,20.0,35.4375,57.0,38.0,69.0,36.0,-0.5,4.0,12.0,12.0,12.0,-7.299999999999999,18.0,18.0,18.0,33.0,33.0,-3.5,-8.0,7.5,8.0,5.0,12.0,-1.0,2.5,77.45454545454545,6.0,10.0,12.0,4.5,78.57142857142857,4.0,3.5,0.0,5.0,2.5,-3.366666666666667,3.0,4.0,1.0,0.6666666666666666,6.142857142857143,-1.0,1.0,-1.0,-1.0,20.0,-0.0,2.0,2.0,0.1444444444444444,-0.475,6.666666666666667,1.0,1.0,1.0,74.0,0.5,1.0,0.0,2.0,3.0,0.78,1.0,1.0,0.0,-0.875,3.0,-3.366666666666667,19.0,2.505,0.0,7.5,81.45,338.81
GDPa1-166,218.7,106.2,65.0,74.0,112.5,65.0,74.0,37.0,28.0,29.0,37.42,31.0,53.0,35.0,35.0,41.0,3.0,32.0,37.41666666666666,49.0,37.0,65.0,32.0,-2.0,4.0,15.0,15.0,15.0,-5.400000000000001,18.0,18.0,18.0,35.0,35.0,-1.0,-11.0,5.0,8.0,4.0,12.0,2.0,2.0,82.33644859813083,8.0,10.0,10.0,2.0,79.13793103448276,4.0,1.0,-1.0,9.0,1.0,0.9333333333333332,4.0,1.0,-1.0,1.5,4.555555555555555,-1.0,1.0,0.0,1.0,19.0,1.0,2.0,2.0,-2.322222222222222,-0.5875000000000001,3.1,0.0,0.0,0.0,74.0,0.0,1.0,0.0,1.0,2.0,0.9333333333333332,0.0,0.0,0.5,-0.075,-0.0,-2.322222222222222,19.0,3.08,,2.5,,66.54
GDPa1-167,229.5,100.4,70.0,74.0,129.1,70.0,74.0,33.0,31.0,33.0,37.60606060606061,34.0,56.0,34.0,34.0,41.0,4.5,25.0,36.69318181818182,51.0,34.0,70.0,39.0,1.5,2.5,18.0,18.0,18.0,-8.100000000000001,14.0,14.0,14.0,35.0,35.0,2.0,-9.7,0.5,8.0,1.0,11.0,0.0,0.5,80.71428571428571,7.0,11.0,9.0,2.5,78.49557522123894,2.5,2.0,0.0,8.0,0.3333333333333333,1.85,3.0,1.0,0.0,0.6666666666666666,5.125,1.0,-0.0,0.0,0.0,19.0,-0.0,1.0,1.0,0.5222222222222223,-0.8,3.7777777777777777,0.0,0.0,0.0,74.0,0.0,1.0,0.5,0.0,2.0,1.85,0.0,1.0,0.5,-0.775,-0.0,-0.8,20.0,2.8200000000000003,0.430151029,16.0,84.13,331.91
GDPa1-168,230.5,125.5,2.0,75.0,105.0,32.0,75.0,30.0,25.0,32.0,38.22857142857143,37.0,59.0,42.0,42.0,40.0,4.5,23.0,30.25,49.0,39.0,62.0,32.0,-0.5,2.0,18.0,18.0,18.0,-8.400000000000002,13.0,13.0,13.0,30.0,30.0,2.5,-5.0,0.5,10.0,4.0,12.0,3.0,3.5,83.30188679245282,12.0,10.0,7.0,3.5,83.33333333333334,2.0,2.5,0.0,7.0,3.5,-0.1,4.0,0.0,-2.0,3.0,3.076923076923077,0.5,1.0,0.0,1.0,19.0,3.0,1.0,1.0,-0.3444444444444445,-1.2375,4.625,1.0,1.0,1.0,75.0,0.0,-0.0,0.0,1.0,3.0,0.4125,1.0,1.0,0.5,0.4125,-0.0,-1.2375,19.0,2.5700000000000003,0.116205701,-1.375,85.22,367.3
GDPa1-169,211.7,114.8,65.0,14.0,96.9,65.0,43.5,43.0,25.0,35.0,39.44642857142857,37.0,50.0,36.0,36.0,48.0,3.0,28.0,36.47727272727273,54.0,37.0,65.0,29.0,-1.5,2.0,15.0,15.0,15.0,-9.500000000000002,24.0,24.0,24.0,30.0,30.0,1.0,-12.900000000000002,1.0,8.0,2.0,11.0,0.0,1.5,79.34579439252337,5.0,8.0,7.0,0.5,81.5,2.0,1.0,-2.0,9.0,1.0,0.3833333333333333,4.0,3.0,0.0,0.8,8.0,0.0,2.0,1.0,0.0,19.0,-0.0,2.0,2.0,-1.9777777777777776,0.0249999999999999,3.7,1.0,1.0,0.0,73.0,0.0,-0.0,0.5,0.0,3.0,0.4624999999999999,0.0,0.0,1.0,0.4624999999999999,-0.0,-1.9777777777777776,20.0,3.2,0.030485945,12.125,,339.94
GDPa1-170,236.4,123.2,65.0,75.0,113.2,65.0,75.0,37.0,23.0,32.0,37.18888888888889,35.0,58.0,36.0,36.0,46.0,-0.5,26.0,37.425,53.0,39.0,65.0,31.0,-3.5,1.5,15.0,15.0,15.0,-8.8,16.0,16.0,16.0,33.0,33.0,-2.0,-7.9,3.5,8.0,7.0,10.0,4.0,2.5,79.7196261682243,8.0,9.0,10.0,3.5,78.40336134453781,1.5,2.0,0.0,7.0,0.7142857142857143,-0.95,4.0,1.0,0.5,2.5,5.111111111111111,-1.0,2.0,-1.0,-2.0,20.0,-0.0,3.0,3.0,-0.3111111111111113,-0.8,4.375,1.0,1.0,2.0,75.0,0.0,1.0,-1.0,0.0,2.0,-0.3111111111111113,0.5,1.0,0.0,-0.975,2.0,-0.975,20.0,2.605,0.0,-0.375,82.45,303.51
GDPa1-171,226.0,112.0,70.0,73.0,114.0,70.0,73.0,34.0,30.0,37.0,32.7037037037037,38.0,51.0,38.0,38.0,37.0,4.0,24.0,37.91666666666666,54.0,38.0,70.0,35.0,1.5,1.5,19.0,19.0,19.0,-11.5,17.0,17.0,17.0,32.0,32.0,2.5,-7.8,1.0,10.0,3.0,12.0,1.0,2.5,79.46428571428571,8.0,12.0,9.0,4.5,80.86206896551724,1.5,2.5,0.0,9.0,1.6666666666666667,-0.9833333333333334,5.0,2.0,-1.0,1.0,4.111111111111111,-1.0,1.0,0.0,3.0,20.0,1.0,3.0,3.0,0.1111111111111111,-0.8125,3.8,0.0,0.0,1.0,73.0,0.0,1.0,0.5,3.0,3.0,0.1111111111111111,0.0,1.0,0.5,-0.2875,-0.0,-1.1307692307692307,20.0,2.74,0.0,-0.875,83.72,154.15
GDPa1-172,238.4,119.0,70.0,74.0,119.4,70.0,74.0,32.0,32.0,33.0,42.84615384615385,39.0,56.0,38.0,38.0,37.0,3.5,27.0,35.82967032967033,57.0,41.0,70.0,34.0,-4.0,-2.0,15.0,15.0,15.0,-6.900000000000001,16.0,16.0,16.0,33.0,33.0,5.5,-9.9,7.5,14.0,7.0,13.0,4.0,9.0,78.57142857142858,5.0,13.0,6.0,3.0,78.78048780487805,2.0,5.5,-4.5,7.0,2.25,0.3999999999999999,3.0,2.0,-1.0,1.75,6.166666666666667,0.5,5.0,1.0,2.0,20.0,1.0,2.0,2.0,-0.4888888888888888,-0.5125000000000001,4.875,4.0,4.0,0.5,74.0,0.0,-0.0,-1.0,2.0,3.0,0.4125,0.0,0.0,1.0,0.4125,-0.0,-1.3153846153846156,20.0,2.56,0.103201181,0.625,85.05,193.48
GDPa1-173,221.8,117.6,71.0,73.0,104.2,71.0,73.0,35.0,27.0,35.0,44.01111111111111,38.0,54.0,39.0,39.0,41.0,2.5,29.0,33.11688311688312,58.0,40.0,71.0,33.0,2.5,3.5,14.0,14.0,14.0,-9.700000000000005,15.0,15.0,15.0,31.0,31.0,-1.0,-5.300000000000001,4.5,7.0,1.0,11.0,3.0,0.5,78.49557522123894,11.0,9.0,10.0,3.5,81.96581196581195,3.5,1.0,1.0,8.0,0.2,0.8833333333333333,5.0,1.0,0.5,2.0,3.4166666666666665,0.0,1.0,2.0,1.0,19.0,-0.0,2.0,2.0,0.2,-1.05,4.222222222222222,0.0,0.0,2.0,73.0,0.0,-0.0,0.0,1.0,3.0,0.8833333333333333,0.5,0.0,2.0,0.0,-0.0,-1.05,19.0,2.845,,10.0,81.36500000000001,66.54
